行政区域,房屋名称,时间,价格(万),平均价格,房屋户型,总层数,建筑面积,户型结构,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,梯户比例,配备电梯,所在楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 99.93平米,20211006,173,17313,3室2厅,34,99.93,平层,板塔结合,南,2014,精装,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,炜赋花苑 2室2厅 77.8平米,20211006,85,10926,2室2厅,18,77.8,平层,板楼,南,2005,毛坯,砖混结构,两梯五户,有,低楼层
南通经济技术开发区,星富花园 3室2厅 135.28平米,20210924,145,10719,3室2厅,6,135.28,平层,板塔结合,南,2010,毛坯,砖混结构,一梯两户,有,中楼层
南通经济技术开发区,绿地新里城 3室2厅 91平米,20211006,128,14066,3室2厅,34,91,平层,板塔结合,南,2010,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,民主新村 2室2厅 65平米,20210924,94,14447,2室2厅,6,65,错层,板楼,南,2000,简装,钢混结构,一梯两户,无,低楼层
南通经济技术开发区,炜赋花苑 2室2厅 91.3平米,20211005,140,15335,2室2厅,18,91.3,平层,板楼,南北,2010,精装,砖混结构,两梯四户,有,中楼层
南通经济技术开发区,优山美地花园北区 1室1厅 57.69平米,20210922,34,5807,1室1厅,18,57.69,平层,塔楼,南,2013,毛坯,钢混结构,三梯十四户,有,高楼层
南通经济技术开发区,星苏花园 2室1厅 56.34平米,20210922,62,11005,2室1厅,6,56.34,平层,板楼,南,2015,精装,钢混结构,一梯两户,暂无数据,低楼层
南通经济技术开发区,正泰江岸水苑 3室1厅 120.61平米,20211005,238,19734,3室1厅,9,120.61,平层,板塔结合,南,2019,毛坯,钢混结构,一梯两户,有,中楼层
南通经济技术开发区,恒大悦珑湾 3室2厅 118.23平米,20210921,146,12307,3室2厅,26,118.23,平层,板楼,南,2020,精装,混合结构,两梯四户,有,高楼层
南通经济技术开发区,龙田花苑二期 2室1厅 69.63平米,20211005,94,13500,2室1厅,17,69.63,平层,板楼,南,未知,毛坯,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 126.97平米,20210920,204,16067,3室2厅,34,126.97,平层,板塔结合,南,未知,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,竹韵花园 4室2厅 173平米,20211005,155,8960,4室2厅,18,173,平层,板楼,南,未知,精装,钢混结构,四梯两户,有,高楼层
南通经济技术开发区,景瑞御府 4室2厅 148.35平米,20210920,284,19101,4室2厅,34,148.35,平层,板楼,南,2018,毛坯,钢混结构,两梯两户,有,高楼层
南通经济技术开发区,景瑞御府 3室2厅 92.96平米,20211005,185,19902,3室2厅,33,92.96,平层,板楼,南,2016,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,世家花园 3室1厅 128.36平米,20210920,118,9131,3室1厅,18,128.36,平层,板楼,南北,2014,其他,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,中港翡翠城 3室2厅 117.09平米,20211004,150,12811,3室2厅,17,117.09,平层,板塔结合,南,2010,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,世茂九龙庭 4室2厅 144.39平米,20211004,216,14960,4室2厅,33,144.39,平层,板塔结合,南,2020,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,炜建花苑 2室1厅 76.83平米,20210920,70,9112,2室1厅,6,76.83,平层,板楼,南,1994,精装,砖混结构,一梯两户,暂无数据,高楼层
南通经济技术开发区,世茂九龙庭 3室2厅 126.65平米,20210920,196,15476,3室2厅,33,126.65,平层,板塔结合,南,未知,毛坯,钢混结构,两梯八户,有,高楼层
南通经济技术开发区,鑫湖国贸中心 1室1厅 31平米,20210919,17,5323,1室1厅,30,31,暂无数据,板塔结合,南,2014,其他,钢混结构,六梯四十四户,有,低楼层
南通经济技术开发区,炜赋人和家园 3室2厅 123.83平米,20210905,125,10095,3室2厅,28,123.83,平层,塔楼,南,2015,简装,钢混结构,两梯两户,有,低楼层
南通经济技术开发区,景瑞御府 3室1厅 119.72平米,20210919,235,19630,3室1厅,33,119.72,平层,板楼,南,2016,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,山景水岸 4室2厅 160平米,20210916,365,22813,4室2厅,18,160,复式,板塔结合,南,未知,精装,钢混结构,一梯三户,有,高楼层
南通经济技术开发区,世家花园 3室2厅 128.33平米,20210904,131,10138,3室2厅,18,128.33,平层,板楼,南,2015,精装,钢混结构,十梯四户,有,低楼层
南通经济技术开发区,春风南岸东园 4室2厅 136.14平米,20210916,248,18202,4室2厅,18,136.14,平层,板塔结合,南北,2019,简装,钢混结构,两梯两户,有,中楼层
南通经济技术开发区,世家花园 3室2厅 138.17平米,20210904,126,9120,3室2厅,24,138.17,平层,板楼,南北,2010,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,鑫湖国贸中心 1室1厅 39.59平米,20210916,19,4749,1室1厅,30,39.59,平层,板塔结合,南,2017,精装,钢混结构,四梯四十四户,有,中楼层
南通经济技术开发区,绿地新里城 3室2厅 91平米,20210904,140,15385,3室2厅,34,91,平层,板塔结合,南,未知,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,优山美地花园北区 1室1厅 57.63平米,20210916,34,5900,1室1厅,18,57.63,平层,塔楼,南,2010,毛坯,钢混结构,三梯十四户,有,高楼层
南通经济技术开发区,富民新村(南通经济技术开发区) 2室1厅 46.09平米,20210904,72,15622,2室1厅,6,46.09,平层,板楼,南,2000,精装,混合结构,一梯两户,暂无数据,低楼层
南通经济技术开发区,世茂新界 2室1厅 70.33平米,20210915,114,16210,2室1厅,32,70.33,平层,板塔结合,南,2018,精装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,云樾东方 3室2厅 94.36平米,20210904,168,17805,3室2厅,34,94.36,平层,板塔结合,南,2017,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,鑫湖国贸中心 1室1厅 30.7平米,20210913,15,4828,1室1厅,30,30.7,平层,板塔结合,西,2010,精装,钢混结构,六梯四十四户,有,高楼层
南通经济技术开发区,景瑞御府 2室1厅 80.45平米,20210904,170,21132,2室1厅,34,80.45,平层,板塔结合,南,2016,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,和融•优山美地名邸 2室2厅 99.99平米,20210912,167,16662,2室2厅,33,99.99,平层,板塔结合,南,2014,精装,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,南通橡树湾 2室2厅 90.41平米,20210903,154,17034,2室2厅,33,90.41,平层,塔楼,南,2012,精装,钢混结构,两梯三户,有,中楼层
南通经济技术开发区,汇园 2室1厅 65平米,20210903,78,12000,2室1厅,6,65,错层,板楼,南,未知,简装,砖混结构,一梯两户,暂无数据,低楼层
南通经济技术开发区,炜赋花苑 2室1厅 78.44平米,20210911,136,17339,2室1厅,18,78.44,平层,板楼,南,2013,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,星怡花园 3室2厅 117平米,20210911,122,10428,3室2厅,18,117,平层,板楼,南,2012,其他,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,景瑞御府 3室2厅 125.34平米,20210901,267,21303,3室2厅,34,125.34,平层,板塔结合,南北,2017,精装,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 128.14平米,20210911,210,16326,3室2厅,34,128.14,平层,板塔结合,南北,2013,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,光明幸福天地 2室1厅 88.12平米,20210831,150,16977,2室1厅,28,88.12,平层,板塔结合,南,2002,简装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,鑫湖国贸中心 1室1厅 30.63平米,20210910,16,5224,1室1厅,30,30.63,平层,板塔结合,东,2010,其他,钢混结构,四梯四十四户,有,高楼层
南通经济技术开发区,新星苑 2室1厅 89平米,20210831,122,13708,2室1厅,6,89,平层,板楼,南,2005,毛坯,砖混结构,一梯两户,无,低楼层
南通经济技术开发区,星苏花园二期 2室2厅 102.02平米,20210831,90,8822,2室2厅,19,102.02,平层,板楼,南,2013,毛坯,钢混结构,两梯三户,有,中楼层
南通经济技术开发区,碧桂园(南通经济技术开发区) 3室2厅 93.23平米,20210910,153,16412,3室2厅,30,93.23,平层,板塔结合,南,2015,精装,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,金科廊桥水岸 4室2厅 167.68平米,20210909,206,12286,4室2厅,4,167.68,跃层,板塔结合,南,2013,其他,钢混结构,一梯八户,无,中楼层
南通经济技术开发区,金科廊桥水岸 3室2厅 128.37平米,20210829,113,8803,3室2厅,26,128.37,平层,板塔结合,南,2012,毛坯,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,炜赋花苑 2室1厅 77.73平米,20210909,129,16571,2室1厅,18,77.73,平层,板楼,南北,2005,精装,砖混结构,两梯五户,有,高楼层
南通经济技术开发区,星润花园 3室2厅 115.95平米,20210829,144,12377,3室2厅,6,115.95,平层,板楼,南,2009,毛坯,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,中港翡翠城 3室1厅 89.88平米,20210829,150,16689,3室1厅,32,89.88,平层,板塔结合,南,2015,毛坯,钢混结构,三梯四户,有,中楼层
南通经济技术开发区,炜赋花苑 2室1厅 77.98平米,20210909,99,12696,2室1厅,18,77.98,平层,板楼,南,2005,毛坯,砖混结构,两梯四户,有,低楼层
南通经济技术开发区,富新社区 3室1厅 76.6平米,20210908,88,11489,3室1厅,6,76.6,平层,板楼,南,1996,精装,钢混结构,一梯两户,无,高楼层
南通经济技术开发区,星河湾花园 2室1厅 85平米,20210828,69,8071,2室1厅,6,85,跃层,板楼,南,2010,简装,框架结构,一梯两户,暂无数据,高楼层
南通经济技术开发区,中港白金大厦 1室1厅 29.79平米,20210828,20,6714,1室1厅,30,29.79,平层,板楼,北,2015,精装,钢混结构,四梯四十八户,有,中楼层
南通经济技术开发区,正泰江岸水苑 1室1厅 41.01平米,20210908,27,6389,1室1厅,29,41.01,平层,板塔结合,南,2018,精装,钢混结构,四梯二十二户,有,低楼层
南通经济技术开发区,世家花园 2室1厅 71.87平米,20210828,100,13817,2室1厅,24,71.87,平层,板楼,南,2017,其他,钢混结构,一梯四户,有,低楼层
南通经济技术开发区,海尚家园 3室2厅 90平米,20210908,140,15534,3室2厅,11,90,平层,板楼,南,2013,精装,钢混结构,一梯两户,暂无数据,低楼层
南通经济技术开发区,星怡花园 2室1厅 79.74平米,20210908,112,14046,2室1厅,11,79.74,平层,板塔结合,南,2011,精装,钢混结构,两梯两户,有,高楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 99.29平米,20210828,156,15712,3室2厅,34,99.29,平层,板塔结合,南,2016,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,万和家园（开发区） 2室2厅 72.53平米,20210907,125,17135,2室2厅,18,72.53,平层,板楼,南,2014,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,碧桂园云峯中心 1室1厅 72.59平米,20210828,89,12234,1室1厅,18,72.59,复式,塔楼,西,未知,精装,钢混结构,四梯十六户,有,高楼层
南通经济技术开发区,海韵花园 2室2厅 90平米,20210907,109,12098,2室2厅,17,90,平层,板楼,南,2018,毛坯,框架结构,一梯四户,有,低楼层
南通经济技术开发区,中兴花苑 2室2厅 90.47平米,20210827,116,12822,2室2厅,6,90.47,复式,板楼,南,2001,简装,钢混结构,一梯两户,无,高楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 99.42平米,20210906,157,15792,3室2厅,32,99.42,平层,板塔结合,南,2015,精装,框架结构,两梯四户,有,低楼层
南通经济技术开发区,世家花园 3室2厅 134.83平米,20210825,132,9791,3室2厅,18,134.83,平层,板楼,南,2015,精装,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,万和家园（开发区） 2室2厅 73.12平米,20210906,126,17232,2室2厅,15,73.12,平层,板楼,南,2011,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,新开苑 3室2厅 97.5平米,20210825,129,13231,3室2厅,4,97.5,平层,板楼,南,2014,精装,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,云樾东方 3室2厅 124.64平米,20210906,186,14883,3室2厅,33,124.64,平层,板塔结合,南,2020,精装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,中侨大厦 3室2厅 137.2平米,20210825,87,6342,3室2厅,22,137.2,平层,板塔结合,南,2000,毛坯,钢混结构,一梯七户,暂无数据,低楼层
南通经济技术开发区,南通橡树湾 2室1厅 98.49平米,20210905,154,15637,2室1厅,33,98.49,平层,板楼,东,2012,精装,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,云樾东方 3室2厅 135.73平米,20210824,245,18051,3室2厅,34,135.73,平层,板塔结合,南,2020,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,正泰江岸水苑 1室1厅 35平米,20210905,18,5143,1室1厅,29,35,平层,板塔结合,北,2010,精装,钢混结构,两梯二十二户,有,高楼层
南通经济技术开发区,绿地新里城 3室2厅 91.5平米,20210824,138,15061,3室2厅,34,91.5,平层,板塔结合,南,2020,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,江山鼎 2室2厅 89平米,20210905,196,22023,2室2厅,24,89,平层,板塔结合,南,2010,精装,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,中港白金大厦 1室0厅 30.57平米,20210824,21,6870,1室0厅,30,30.57,平层,板楼,东,2012,其他,钢混结构,四梯四十八户,有,低楼层
南通经济技术开发区,炜赋花苑 2室1厅 78.45平米,20210905,128,16317,2室1厅,18,78.45,平层,板楼,南,2000,精装,框架结构,两梯四户,有,中楼层
南通经济技术开发区,星景花园 2室1厅 74.75平米,20210824,104,13914,2室1厅,6,74.75,平层,板楼,南,2010,精装,钢混结构,一梯两户,无,高楼层
南通经济技术开发区,春天花园 2室2厅 90.72平米,20210823,128,14110,2室2厅,9,90.72,平层,板塔结合,南,2011,精装,钢混结构,一梯两户,有,中楼层
南通经济技术开发区,朝阳花苑 2室1厅 75.51平米,20210823,123,16263,2室1厅,17,75.51,平层,塔楼,南,2014,精装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,翠园 3室2厅 133.48平米,20210823,233,17456,3室2厅,29,133.48,平层,板塔结合,南,未知,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,海悦嘉园 1室1厅 75.5平米,20210823,124,16358,1室1厅,28,75.5,平层,板楼,南,2017,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,春风南岸西园 3室2厅 95.92平米,20210823,187,19475,3室2厅,26,95.92,平层,板塔结合,南,2020,精装,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,中港翡翠城 3室2厅 89平米,20210821,159,17809,3室2厅,32,89,平层,板塔结合,东南,2016,其他,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,世茂九龙庭 4室2厅 129.57平米,20210820,229,17659,4室2厅,9,129.57,平层,板塔结合,南,2010,精装,钢混结构,两梯八户,有,高楼层
南通经济技术开发区,星海花园 2室1厅 92.69平米,20210819,126,13573,2室1厅,9,92.69,平层,板塔结合,南,2010,精装,钢混结构,三梯两户,有,高楼层
南通经济技术开发区,世家花园 3室2厅 128.31平米,20210819,132,10288,3室2厅,18,128.31,平层,板楼,南,2012,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,云樾东方 3室2厅 135.73平米,20210819,224,16474,3室2厅,34,135.73,平层,板塔结合,南,2021,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,海尚家园 3室2厅 126.08平米,20210817,137,10835,3室2厅,18,126.08,平层,板楼,南,2013,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,世家花园 2室1厅 68.28平米,20210817,91,13299,2室1厅,18,68.28,平层,板楼,南,2012,毛坯,钢混结构,两梯两户,有,高楼层
南通经济技术开发区,优山美地花园北区 1室1厅 59.54平米,20210817,23,3863,1室1厅,18,59.54,平层,塔楼,南,2010,毛坯,钢混结构,三梯十四户,有,低楼层
南通经济技术开发区,炜赋星湖邻里 3室2厅 97.46平米,20210817,159,16253,3室2厅,16,97.46,平层,板楼,南,2011,精装,混合结构,一梯三户,有,低楼层
南通经济技术开发区,军山花园 4室2厅 167.23平米,20210817,414,24709,4室2厅,6,167.23,跃层,板楼,南,2009,精装,钢混结构,一梯两户,无,低楼层
